Symbol,Name,Sector,Industry
NDLS,Noodles & Company Class A Common Stock,Consumer Discretionary,Restaurants
NDP,Tortoise Energy Independence Fund Inc. Common Stock,Finance,Finance/Investors Services
NDRA,ENDRA Life Sciences Inc. Common Stock,Health Care,Medical Specialities
NDSN,Nordson Corporation Common Stock,Industrials,Industrial Machinery/Components
NEA,Nuveen AMT-Free Quality Municipal Income Fund Common Shares of Beneficial Interest Par Value $.01,Finance,Finance/Investors Services
NECB,NorthEast Community Bancorp Inc. Common Stock,Finance,Savings Institutions
NEE,NextEra Energy Inc. Common Stock,Utilities,Electric Utilities: Central
NEM,Newmont Corporation,Basic Materials,Precious Metals
NEN,New England Realty Associates Limited Partnership Class A Depositary Receipts Evidencing Units of Limited Partnership,Finance,Real Estate
NEO,NeoGenomics Inc. Common Stock,Health Care,Precision Instruments
NEOG,Neogen Corporation Common Stock,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NEOV,NeoVolta Inc. Common Stock,Consumer Discretionary,Electrical Products
NEP,NextEra Energy Partners LP Common Units representing limited partner interests,Utilities,Electric Utilities: Central
NEPH,Nephros Inc. Common Stock,Health Care,Medical/Dental Instruments
NEPT,Neptune Wellness Solutions Inc. Ordinary Shares,Health Care,Pharmaceuticals and Biotechnology
NERV,Minerva Neurosciences Inc Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NESR,National Energy Services Reunited Corp. Ordinary Shares,Energy,Oilfield Services/Equipment
NESRW,National Energy Services Reunited Corp. Warrant,Energy,Oilfield Services/Equipment
NET,Cloudflare Inc. Class A Common Stock,Technology,EDP Services
NEU,NewMarket Corp Common Stock,Industrials,Major Chemicals
NEWR,New Relic Inc. Common Stock,Technology,Computer Software: Prepackaged Software
NEWT,NewtekOne Inc. Common Stock,Finance,Finance/Investors Services
NEWTL,NewtekOne Inc. 5.75% Notes due 2024,Finance,Finance/Investors Services
NEX,NexTier Oilfield Solutions Inc. Common Stock,Energy,Oilfield Services/Equipment
NEXI,NexImmune Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NEXT,NextDecade Corporation Common Stock,Energy,Oil & Gas Production
NFBK,Northfield Bancorp Inc. Common Stock (Delaware),Finance,Major Banks
NFE,New Fortress Energy Inc. Class A Common Stock,Utilities,Oil/Gas Transmission
NFG,National Fuel Gas Company Common Stock,Energy,Oil & Gas Production
NFJ,Virtus Dividend Interest & Premium Strategy Fund Common Shares of Beneficial Interest,Finance,Trusts Except Educational Religious and Charitable
NFLX,Netflix Inc. Common Stock,Consumer Discretionary,Consumer Electronics/Video Chains
NGL,NGL ENERGY PARTNERS LP Common Units representing Limited Partner Interests,Energy,Oil & Gas Production
NGM,NGM Biopharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NGS,Natural Gas Services Group Inc. Common Stock,Industrials,Metal Fabrications
NGVC,Natural Grocers by Vitamin Cottage Inc. Common Stock,Consumer Staples,Food Chains
NH,NantHealth Inc. Common Stock,Health Care,Managed Health Care
NHC,National HealthCare Corporation Common Stock,Health Care,Hospital/Nursing Management
NHI,National Health Investors Inc. Common Stock,Real Estate,Real Estate Investment Trusts
NHIC,NewHold Investment Corp. II Class A Common Stock,Industrials,Consumer Electronics/Appliances
NHICU,NewHold Investment Corp. II Unit,Industrials,Consumer Electronics/Appliances
NHS,Neuberger Berman High Yield Strategies Fund,Finance,Trusts Except Educational Religious and Charitable
NHTC,Natural Health Trends Corp. Common Stock,Miscellaneous,Diversified Commercial Services
NHWK,NightHawk Biosciences Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NI,NiSource Inc Common Stock,Utilities,Power Generation
NIC,Nicolet Bankshares Inc. Common Stock,Finance,Major Banks
NID,Nuveen Intermediate Duration Municipal Term Fund Common Shares of Beneficial Interest,Finance,Finance Companies
NIE,Virtus Equity & Convertible Income Fund Common Shares of Beneficial Interest,Finance,Investment Managers
NIM,Nuveen Select Maturities Municipal Fund Common Stock,Finance,Trusts Except Educational Religious and Charitable
NIMC,NiSource Inc Series A Corporate Units,Utilities,Power Generation
NINE,Nine Energy Service Inc. Common Stock,Energy,Oilfield Services/Equipment
NJR,NewJersey Resources Corporation Common Stock,Utilities,Oil/Gas Transmission
NKE,Nike Inc. Common Stock,Consumer Discretionary,Shoe Manufacturing
NKG,Nuveen Georgia Quality Municipal Income Fund ,Finance,Finance/Investors Services
NKLA,Nikola Corporation Common Stock,Industrials,Industrial Machinery/Components
NKSH,National Bankshares Inc. Common Stock,Finance,Major Banks
NKTR,Nektar Therapeutics  Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NKTX,Nkarta Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NKX,Nuveen California AMT-Free Quality Municipal Income Fund,Finance,Finance/Investors Services
NL,NL Industries Inc. Common Stock,Consumer Discretionary,Diversified Commercial Services
NLS,Nautilus Inc. Common Stock,Consumer Discretionary,Recreational Games/Products/Toys
NLTX,Neoleukin Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NLY,Annaly Capital Management Inc. Common Stock,Real Estate,Real Estate Investment Trusts
NMFC,New Mountain Finance Corporation Common Stock,Finance,Finance/Investors Services
NMI,Nuveen Municipal Income Fund Inc. Common Stock,Finance,Trusts Except Educational Religious and Charitable
NMIH,NMI Holdings Inc. Class A Common Stock,Finance,Property-Casualty Insurers
NMRK,Newmark Group Inc. Class A Common Stock,Finance,Real Estate
NMS,Nuveen Minnesota Quality Municipal Income Fund ,Finance,Finance Companies
NMT,Nuveen Massachusetts Quality Municipal Income Fund Common Stock,Finance,Finance/Investors Services
NMTC,NeuroOne Medical Technologies Corporation Common Stock,Health Care,Medical Specialities
NMTR,9 Meters Biopharma Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NMZ,Nuveen Municipal High Income Opportunity Fund Common Stock $0.01 par value per share,Finance,Finance/Investors Services
NN,NextNav Inc. Common Stock,Industrials,Industrial Machinery/Components
NNAVW,NextNav Inc. Warrant,Industrials,Industrial Machinery/Components
NNBR,NN Inc. Common Stock,Industrials,Consumer Electronics/Appliances
NNI,Nelnet Inc. Common Stock,Finance,Finance: Consumer Services
NNN,National Retail Properties Common Stock,Real Estate,Real Estate Investment Trusts
NNVC,NanoViricides Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NNY,Nuveen New York Municipal Value Fund Common Stock,Finance,Investment Managers
NOA,North American Construction Group Ltd. Common Shares (no par),Consumer Staples,Meat/Poultry/Fish
NOC,Northrop Grumman Corporation Common Stock,Technology,Security Systems Services
NODK,NI Holdings Inc. Common Stock,Finance,Property-Casualty Insurers
NOG,Northern Oil and Gas Inc. Common Stock,Energy,Oil & Gas Production
NOGN,Nogin Inc. Common Stock,Technology,EDP Services
NOGNW,Nogin Inc. Warrant ,Technology,EDP Services
NOM,Nuveen Missouri Quality Municipal Income Fund ,Finance,Investment Managers
NOTV,Inotiv Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NOV,NOV Inc. Common Stock,Industrials,Metal Fabrications
NOVA,Sunnova Energy International Inc. Common Stock,Utilities,Electric Utilities: Central
NOVN,Novan Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NOW,ServiceNow Inc. Common Stock,Technology,Computer Software: Prepackaged Software
NPAB,New Providence Acquisition Corp. II Class A Common Stock,Industrials,Consumer Electronics/Appliances
NPABU,New Providence Acquisition Corp. II Unit,Industrials,Consumer Electronics/Appliances
NPABW,New Providence Acquisition Corp. II Warrant,Industrials,Consumer Electronics/Appliances
NPCE,Neuropace Inc. Common Stock,Health Care,Medical Specialities
NPK,National Presto Industries Inc. Common Stock,Consumer Discretionary,Military/Government/Technical
NPV,Nuveen Virginia Quality Municipal Income Fund Common Stock,Finance,Investment Managers
NQP,Nuveen Pennsylvania Quality Municipal Income Fund Common Stock,Finance,Trusts Except Educational Religious and Charitable
NR,Newpark Resources Inc. Common Stock,Industrials,Metal Fabrications
NRAC,Noble Rock Acquisition Corporation Class A Ordinary Share,Finance,Blank Checks
NRACW,Noble Rock Acquisition Corporation Warrant,Finance,Blank Checks
NRBO,NeuroBo Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NRC,National Research Corporation Common Stock (Delaware),Technology,Computer Software: Prepackaged Software
NRDS,NerdWallet Inc. Class A Common Stock,Finance,Advertising
NRDY,Nerdy Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
NRG,NRG Energy Inc. Common Stock,Utilities,Electric Utilities: Central
NRIM,Northrim BanCorp Inc Common Stock,Finance,Savings Institutions
NRIX,Nurix Therapeutics Inc. Common stock,Health Care,Biotechnology: Pharmaceutical Preparations
NRK,Nuveen New York AMT-Free Quality Municipal Income Fund ,Finance,Trusts Except Educational Religious and Charitable
NRO,Neuberger Berman Real Estate Securities Income Fund Inc. Neuberger Berman Real Estate Securities Income Fund Inc.,Finance,Finance/Investors Services
NRP,Natural Resource Partners LP Limited Partnership,Energy,Coal Mining
NRT,North European Oil Royality Trust Common Stock,Energy,Oil & Gas Production
NRXP,NRX Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NRXPW,NRX Pharmaceuticals Inc. Warrant,Health Care,Biotechnology: Pharmaceutical Preparations
NSC,Norfolk Southern Corporation Common Stock,Industrials,Railroads
NSIT,Insight Enterprises Inc. Common Stock,Technology,EDP Services
NSL,Nuveen Senior Income Fund Common Stock,Finance,Trusts Except Educational Religious and Charitable
NSP,Insperity Inc. Common Stock,Consumer Discretionary,Diversified Commercial Services
NSSC,NAPCO Security Technologies Inc. Common Stock,Technology,Security Systems Services
NSTG,NanoString Technologies Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NSTS,NSTS Bancorp Inc. Common Stock,Finance,Major Banks
NSYS,Nortech Systems Incorporated Common Stock,Technology,Industrial Machinery/Components
NTAP,NetApp Inc. Common Stock,Technology,Electronic Components
NTCT,NetScout Systems Inc. Common Stock,Technology,EDP Services
NTGR,NETGEAR Inc. Common Stock,Utilities,Telecommunications Equipment
NTIC,Northern Technologies International Corporation Common Stock,Industrials,Major Chemicals
NTIP,Network-1 Technologies Inc. Common Stock,Technology,Interactive Media
NTLA,Intellia Therapeutics Inc. Common Stock,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NTNX,Nutanix Inc. Class A Common Stock,Technology,EDP Services
NTRA,Natera Inc. Common Stock,Health Care,Medical Specialities
NTRB,Nutriband Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NTRBW,Nutriband Inc. Warrant,Health Care,Biotechnology: Pharmaceutical Preparations
NTRS,Northern Trust Corporation Common Stock,Finance,Trusts Except Educational Religious and Charitable
NTRSO,Northern Trust Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of Series E Non-Cumulative Perpetual Preferred Stock,Finance,Trusts Except Educational Religious and Charitable
NTST,NetSTREIT Corp. Common Stock,Real Estate,Real Estate Investment Trusts
NTWK,NetSol Technologies Inc. Common  Stock,Technology,Computer Software: Prepackaged Software
NUBI,Nubia Brand International Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances
NUBIW,Nubia Brand International Corp. Warrant,Industrials,Consumer Electronics/Appliances
NUE,Nucor Corporation Common Stock,Industrials,Steel/Iron Ore
NUO,Nuveen Ohio Quality Municipal Income Fund Common Stock,Finance,Finance/Investors Services
NURO,NeuroMetrix Inc. Common Stock,Health Care,Medical/Dental Instruments
NUS,Nu Skin Enterprises Inc. Common Stock,Health Care,Other Pharmaceuticals
NUTX,Nutex Health Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment
NUV,Nuveen Municipal Value Fund Inc. Common Stock,Finance,Trusts Except Educational Religious and Charitable
NUVA,NuVasive Inc. Common Stock,Health Care,Medical/Dental Instruments
NUVB,Nuvation Bio Inc. Class A Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NUVL,Nuvalent Inc. Class A Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NUW,Nuveen AMT-Free Municipal Value Fund,Finance,Investment Managers
NUWE,Nuwellis Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NUZE,NuZee Inc. Common Stock,Consumer Staples,Farming/Seeds/Milling
NVAC,NorthView Acquisition Corporation Common Stock,Industrials,Consumer Electronics/Appliances
NVACR,NorthView Acquisition Corporation Rights,Health Care,Medical/Dental Instruments
NVACW,NorthView Acquisition Corporation Warrant,Industrials,Consumer Electronics/Appliances
NVAX,Novavax Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NVCN,Neovasc Inc. Common Shares,Health Care,Pharmaceuticals and Biotechnology
NVCT,Nuvectis Pharma Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products 
NVDA,NVIDIA Corporation Common Stock,Technology,Semiconductors
NVEC,NVE Corporation Common Stock,Technology,Semiconductors
NVEE,NV5 Global Inc. Common Stock,Consumer Discretionary,Military/Government/Technical
NVFY,Nova Lifestyle Inc. Common Stock,Consumer Discretionary,Home Furnishings
NVG,Nuveen AMT-Free Municipal Credit Income Fund ,Finance,Investment Managers
NVIV,InVivo Therapeutics Holdings Corp Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NVNO,enVVeno Medical Corporation Common Stock,Health Care,Medical/Dental Instruments
NVNOW,enVVeno Medical Corporation Warrants,Health Care,Medical/Dental Instruments
NVOS,Novo Integrated Sciences Inc. Common Stock,Health Care,Assisted Living Services
NVR,NVR Inc. Common Stock,Consumer Discretionary,Homebuilding
NVRO,Nevro Corp. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NVTA,Invitae Corporation Common Stock,Health Care,Medical Specialities
NVTS,Navitas Semiconductor Corporation Common Stock,Technology,Semiconductors
NWBI,Northwest Bancshares Inc. Common Stock,Finance,Major Banks
NWE,NorthWestern Corporation Common Stock,Utilities,Power Generation
NWFL,Norwood Financial Corp. Common Stock,Finance,Major Banks
NWL,Newell Brands Inc. Common Stock,Industrials,Plastic Products
NWLI,National Western Life Group Inc. Class A Common Stock,Finance,Life Insurance
NWN,Northwest Natural Holding Company Common Stock,Utilities,Oil/Gas Transmission
NWPX,Northwest Pipe Company Common Stock,Industrials,Steel/Iron Ore
NWS,News Corporation Class B Common Stock,Consumer Discretionary,Movies/Entertainment
NWSA,News Corporation Class A Common Stock,Consumer Discretionary,Movies/Entertainment
NX,Quanex Building Products Corporation Common Stock,Industrials,Metal Fabrications
NXC,Nuveen California Select Tax-Free Income Portfolio Common Stock,Finance,Investment Managers
NXGL,NexGel Inc Common Stock,Health Care,Medical/Dental Instruments
NXGLW,NexGel Inc Warrant,Health Care,Medical/Dental Instruments
NXGN,NextGen Healthcare Inc. Common Stock,Health Care,Managed Health Care
NXJ,Nuveen New Jersey Qualified Municipal Fund ,Finance,Finance/Investors Services
